row_id,Design,Previous_description,Description,Fanout,Cap,Slew,Delay,X_drive,Y_drive,X_sink,Y_sink,C_drive,C_sink,X_context,Y_context,σ(X)_context,σ(Y)_context,Drive_cell_size,Sink_cell_size,Delta
12,s15850,_0489_/X (sky130_fd_sc_hd__and2b_2),_0491_/A (sky130_fd_sc_hd__xor2_2),1.0,0.01,0.09,0.0,105340.0,87040.0,104420.0,136000.0,0.325938,0.009226,12000.0,12000.0,0.0,0.0,2.0,2.0,0.01
13,s15850,_0489_/B (sky130_fd_sc_hd__and2b_2),_0489_/X (sky130_fd_sc_hd__and2b_2),0.0,0.0,0.09,2.1,105340.0,87040.0,105340.0,87040.0,0.001649,0.325938,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.2400000000000002
14,s15850,_0472_/X (sky130_fd_sc_hd__a22o_2),_0867_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.04,0.0,224940.0,247520.0,228160.0,247520.0,0.317698,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
15,s15850,_0472_/B1 (sky130_fd_sc_hd__a22o_2),_0472_/X (sky130_fd_sc_hd__a22o_2),0.0,0.0,0.04,1.54,224940.0,247520.0,224940.0,247520.0,0.002411,0.317698,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.01
16,s15850,_0560_/X (sky130_fd_sc_hd__a22o_2),_0866_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.04,0.0,234140.0,236640.0,237820.0,236640.0,0.317698,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
17,s15850,_0560_/B1 (sky130_fd_sc_hd__a22o_2),_0560_/X (sky130_fd_sc_hd__a22o_2),0.0,0.0,0.04,1.54,234140.0,236640.0,234140.0,236640.0,0.002411,0.317698,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.01
18,s15850,_0537_/X (sky130_fd_sc_hd__a22o_2),_0865_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.04,0.0,238740.0,228480.0,240580.0,231200.0,0.317698,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
19,s15850,_0537_/B1 (sky130_fd_sc_hd__a22o_2),_0537_/X (sky130_fd_sc_hd__a22o_2),0.0,0.0,0.04,1.54,238740.0,228480.0,238740.0,228480.0,0.002411,0.317698,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.01
20,s15850,_0632_/X (sky130_fd_sc_hd__a22o_2),_0864_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.04,0.0,239200.0,220320.0,241040.0,217600.0,0.317698,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
21,s15850,_0632_/B1 (sky130_fd_sc_hd__a22o_2),_0632_/X (sky130_fd_sc_hd__a22o_2),0.0,0.0,0.04,1.55,239200.0,220320.0,239200.0,220320.0,0.002411,0.317698,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.02
22,s15850,_0512_/X (sky130_fd_sc_hd__and2_2),_0811_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,128800.0,100640.0,128340.0,97920.0,0.319529,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
23,s15850,_0512_/A (sky130_fd_sc_hd__and2_2),_0512_/X (sky130_fd_sc_hd__and2_2),0.0,0.0,0.05,1.88,128800.0,100640.0,128800.0,100640.0,0.001478,0.319529,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.2799999999999998
24,s15850,_0454_/X (sky130_fd_sc_hd__and2_2),_0810_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,137080.0,103360.0,135700.0,100640.0,0.319529,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
25,s15850,_0454_/A (sky130_fd_sc_hd__and2_2),_0454_/X (sky130_fd_sc_hd__and2_2),0.0,0.0,0.05,1.89,137080.0,103360.0,137080.0,103360.0,0.001478,0.319529,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.2999999999999998
26,s15850,_0630_/X (sky130_fd_sc_hd__and2_2),_0805_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,115000.0,89760.0,111780.0,87040.0,0.319529,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
27,s15850,_0630_/A (sky130_fd_sc_hd__and2_2),_0630_/X (sky130_fd_sc_hd__and2_2),0.0,0.0,0.05,1.89,115000.0,89760.0,115000.0,89760.0,0.001478,0.319529,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.2799999999999998
28,s15850,_0501_/X (sky130_fd_sc_hd__and2_2),_0824_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,118680.0,76160.0,120520.0,73440.0,0.319529,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
29,s15850,_0501_/A (sky130_fd_sc_hd__and2_2),_0501_/X (sky130_fd_sc_hd__and2_2),0.0,0.0,0.05,1.89,118680.0,76160.0,118680.0,76160.0,0.001478,0.319529,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.29
30,s15850,_0633_/X (sky130_fd_sc_hd__and2_2),_0825_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,106260.0,78880.0,109020.0,78880.0,0.319529,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
31,s15850,_0633_/A (sky130_fd_sc_hd__and2_2),_0633_/X (sky130_fd_sc_hd__and2_2),0.0,0.0,0.05,1.88,106260.0,78880.0,106260.0,78880.0,0.001478,0.319529,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.2799999999999998
32,s15850,_0486_/X (sky130_fd_sc_hd__and2_2),_0804_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,117760.0,89760.0,120060.0,89760.0,0.319529,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
33,s15850,_0486_/A (sky130_fd_sc_hd__and2_2),_0486_/X (sky130_fd_sc_hd__and2_2),0.0,0.0,0.05,1.89,117760.0,89760.0,117760.0,89760.0,0.001478,0.319529,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.2999999999999998
34,s15850,_0586_/X (sky130_fd_sc_hd__and2_2),_0848_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,104420.0,100640.0,103500.0,103360.0,0.319529,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
35,s15850,_0586_/A (sky130_fd_sc_hd__and2_2),_0586_/X (sky130_fd_sc_hd__and2_2),0.0,0.0,0.05,1.89,104420.0,100640.0,104420.0,100640.0,0.001478,0.319529,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.29
36,s15850,_0542_/X (sky130_fd_sc_hd__and2_2),_0850_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,100280.0,122400.0,97520.0,125120.0,0.319529,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
37,s15850,_0542_/A (sky130_fd_sc_hd__and2_2),_0542_/X (sky130_fd_sc_hd__and2_2),0.0,0.0,0.05,1.89,100280.0,122400.0,100280.0,122400.0,0.001478,0.319529,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.29
38,s15850,_0563_/X (sky130_fd_sc_hd__a22o_2),_0872_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,192740.0,242080.0,186760.0,244800.0,0.317698,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
39,s15850,_0563_/B1 (sky130_fd_sc_hd__a22o_2),_0563_/X (sky130_fd_sc_hd__a22o_2),0.0,0.0,0.05,1.58,192740.0,242080.0,192740.0,242080.0,0.002411,0.317698,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.07
40,s15850,_0424_/X (sky130_fd_sc_hd__a22o_2),_0873_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,195500.0,231200.0,186300.0,231200.0,0.317698,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
41,s15850,_0424_/B1 (sky130_fd_sc_hd__a22o_2),_0424_/X (sky130_fd_sc_hd__a22o_2),0.0,0.0,0.05,1.57,195500.0,231200.0,195500.0,231200.0,0.002411,0.317698,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.05
42,s15850,_0634_/X (sky130_fd_sc_hd__a22o_2),_0871_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,194580.0,247520.0,189520.0,250240.0,0.317698,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
43,s15850,_0634_/B1 (sky130_fd_sc_hd__a22o_2),_0634_/X (sky130_fd_sc_hd__a22o_2),0.0,0.0,0.05,1.57,194580.0,247520.0,194580.0,247520.0,0.002411,0.317698,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.06
44,s15850,_0574_/X (sky130_fd_sc_hd__a22o_2),_0874_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,195500.0,225760.0,186300.0,225760.0,0.317698,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
45,s15850,_0574_/B1 (sky130_fd_sc_hd__a22o_2),_0574_/X (sky130_fd_sc_hd__a22o_2),0.0,0.0,0.05,1.58,195500.0,225760.0,195500.0,225760.0,0.002411,0.317698,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.07
46,s15850,_0626_/X (sky130_fd_sc_hd__a22o_2),_0870_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.04,0.0,201480.0,247520.0,201940.0,250240.0,0.317698,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
47,s15850,_0626_/B1 (sky130_fd_sc_hd__a22o_2),_0626_/X (sky130_fd_sc_hd__a22o_2),0.0,0.0,0.04,1.55,201480.0,247520.0,201480.0,247520.0,0.002411,0.317698,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.05
48,s15850,_0520_/X (sky130_fd_sc_hd__a22o_2),_0869_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.04,0.0,212060.0,247520.0,211600.0,250240.0,0.317698,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
49,s15850,_0520_/B1 (sky130_fd_sc_hd__a22o_2),_0520_/X (sky130_fd_sc_hd__a22o_2),0.0,0.0,0.04,1.54,212060.0,247520.0,212060.0,247520.0,0.002411,0.317698,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.05
50,s15850,_0443_/X (sky130_fd_sc_hd__a22o_2),_0861_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.04,0.0,220800.0,228480.0,220340.0,231200.0,0.317698,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
51,s15850,_0443_/B1 (sky130_fd_sc_hd__a22o_2),_0443_/X (sky130_fd_sc_hd__a22o_2),0.0,0.0,0.04,1.55,220800.0,228480.0,220800.0,228480.0,0.002411,0.317698,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.04
52,s15850,_0488_/X (sky130_fd_sc_hd__and2b_2),_0796_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.03,0.0,154560.0,116960.0,160540.0,116960.0,0.325938,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
53,s15850,_0488_/B (sky130_fd_sc_hd__and2b_2),_0488_/X (sky130_fd_sc_hd__and2b_2),0.0,0.0,0.03,1.31,154560.0,116960.0,154560.0,116960.0,0.001649,0.325938,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.64
54,s15850,_0487_/X (sky130_fd_sc_hd__mux2_1),_0488_/B (sky130_fd_sc_hd__and2b_2),1.0,0.0,0.05,0.0,150420.0,116960.0,154560.0,116960.0,0.1822,0.001649,12000.0,12000.0,0.0,0.0,1.0,2.0,0.0
55,s15850,_0487_/S (sky130_fd_sc_hd__mux2_1),_0487_/X (sky130_fd_sc_hd__mux2_1),0.0,0.0,0.05,2.62,150420.0,116960.0,150420.0,116960.0,0.003466,0.1822,12000.0,12000.0,0.0,0.0,1.0,1.0,-1.32
56,s15850,_0440_/X (sky130_fd_sc_hd__or2_2),_0801_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.05,0.0,153180.0,171360.0,157320.0,174080.0,0.314036,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
57,s15850,_0440_/B (sky130_fd_sc_hd__or2_2),_0440_/X (sky130_fd_sc_hd__or2_2),0.0,0.0,0.05,1.86,153180.0,171360.0,153180.0,171360.0,0.001432,0.314036,12000.0,12000.0,0.0,0.0,2.0,2.0,-1.02
58,s15850,_0439_/X (sky130_fd_sc_hd__mux2_1),_0440_/B (sky130_fd_sc_hd__or2_2),1.0,0.0,0.05,0.0,148580.0,168640.0,153180.0,171360.0,0.1822,0.001432,12000.0,12000.0,0.0,0.0,1.0,2.0,0.0
59,s15850,_0439_/S (sky130_fd_sc_hd__mux2_1),_0439_/X (sky130_fd_sc_hd__mux2_1),0.0,0.0,0.05,2.61,148580.0,168640.0,148580.0,168640.0,0.003466,0.1822,12000.0,12000.0,0.0,0.0,1.0,1.0,-1.3299999999999998
60,s15850,_0570_/X (sky130_fd_sc_hd__o21a_2),_0935_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.04,0.0,147660.0,201280.0,141680.0,204000.0,0.311289,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
61,s15850,_0570_/B1 (sky130_fd_sc_hd__o21a_2),_0570_/X (sky130_fd_sc_hd__o21a_2),0.0,0.0,0.04,0.9,147660.0,201280.0,147660.0,201280.0,0.002476,0.311289,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.48000000000000004
62,s15850,_0569_/Y (sky130_fd_sc_hd__a21oi_2),_0570_/B1 (sky130_fd_sc_hd__o21a_2),1.0,0.0,0.09,0.0,150420.0,206720.0,147660.0,201280.0,0.134592,0.002476,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
63,s15850,_0569_/B1 (sky130_fd_sc_hd__a21oi_2),_0569_/Y (sky130_fd_sc_hd__a21oi_2),0.0,0.0,0.09,0.77,150420.0,206720.0,150420.0,206720.0,0.004515,0.134592,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.29000000000000004
64,s15850,_0434_/X (sky130_fd_sc_hd__or2_2),_0569_/B1 (sky130_fd_sc_hd__a21oi_2),3.0,0.01,0.09,0.0,154100.0,212160.0,150420.0,206720.0,0.314036,0.004515,157320.0,221680.0,4553.767670841366,5769.991334482228,2.0,2.0,0.0
65,s15850,_0434_/B (sky130_fd_sc_hd__or2_2),_0434_/X (sky130_fd_sc_hd__or2_2),0.0,0.0,0.09,2.78,154100.0,212160.0,154100.0,212160.0,0.001432,0.314036,157320.0,221680.0,4553.767670841366,5769.991334482228,2.0,2.0,-1.6799999999999997
66,s15850,_0539_/X (sky130_fd_sc_hd__o21a_2),_0930_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.03,0.0,156860.0,225760.0,155020.0,228480.0,0.311289,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
67,s15850,_0539_/B1 (sky130_fd_sc_hd__o21a_2),_0539_/X (sky130_fd_sc_hd__o21a_2),0.0,0.0,0.03,0.86,156860.0,225760.0,156860.0,225760.0,0.002476,0.311289,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.45
68,s15850,_0538_/Y (sky130_fd_sc_hd__a21oi_2),_0539_/B1 (sky130_fd_sc_hd__o21a_2),1.0,0.0,0.08,0.0,160540.0,225760.0,156860.0,225760.0,0.134592,0.002476,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
69,s15850,_0538_/B1 (sky130_fd_sc_hd__a21oi_2),_0538_/Y (sky130_fd_sc_hd__a21oi_2),0.0,0.0,0.08,0.75,160540.0,225760.0,160540.0,225760.0,0.004515,0.134592,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.3
70,s15850,_0434_/X (sky130_fd_sc_hd__or2_2),_0538_/B1 (sky130_fd_sc_hd__a21oi_2),3.0,0.01,0.09,0.0,154100.0,212160.0,160540.0,225760.0,0.314036,0.004515,152260.0,212160.0,2602.152954766495,7693.321779309637,2.0,2.0,0.01
71,s15850,_0434_/B (sky130_fd_sc_hd__or2_2),_0434_/X (sky130_fd_sc_hd__or2_2),0.0,0.0,0.09,2.78,154100.0,212160.0,154100.0,212160.0,0.001432,0.314036,152260.0,212160.0,2602.152954766495,7693.321779309637,2.0,2.0,-1.6799999999999997
72,s15850,_0456_/X (sky130_fd_sc_hd__and2b_2),_0802_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.03,0.0,132020.0,168640.0,134780.0,171360.0,0.325938,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
73,s15850,_0456_/B (sky130_fd_sc_hd__and2b_2),_0456_/X (sky130_fd_sc_hd__and2b_2),0.0,0.0,0.03,1.3,132020.0,168640.0,132020.0,168640.0,0.001649,0.325938,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.63
74,s15850,_0455_/X (sky130_fd_sc_hd__mux2_1),_0456_/B (sky130_fd_sc_hd__and2b_2),1.0,0.0,0.05,0.0,128800.0,165920.0,132020.0,168640.0,0.1822,0.001649,12000.0,12000.0,0.0,0.0,1.0,2.0,0.0
75,s15850,_0455_/S (sky130_fd_sc_hd__mux2_1),_0455_/X (sky130_fd_sc_hd__mux2_1),0.0,0.0,0.05,2.63,128800.0,165920.0,128800.0,165920.0,0.003466,0.1822,12000.0,12000.0,0.0,0.0,1.0,1.0,-1.3399999999999999
76,s15850,_0531_/X (sky130_fd_sc_hd__and2b_2),_0800_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.03,0.0,147660.0,179520.0,149960.0,182240.0,0.325938,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
77,s15850,_0531_/B (sky130_fd_sc_hd__and2b_2),_0531_/X (sky130_fd_sc_hd__and2b_2),0.0,0.0,0.03,1.29,147660.0,179520.0,147660.0,179520.0,0.001649,0.325938,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.63
78,s15850,_0530_/X (sky130_fd_sc_hd__mux2_1),_0531_/B (sky130_fd_sc_hd__and2b_2),1.0,0.0,0.05,0.0,144900.0,182240.0,147660.0,179520.0,0.1822,0.001649,12000.0,12000.0,0.0,0.0,1.0,2.0,0.0
79,s15850,_0530_/S (sky130_fd_sc_hd__mux2_1),_0530_/X (sky130_fd_sc_hd__mux2_1),0.0,0.0,0.05,2.61,144900.0,182240.0,144900.0,182240.0,0.003466,0.1822,12000.0,12000.0,0.0,0.0,1.0,1.0,-1.3199999999999998
80,s15850,_0602_/X (sky130_fd_sc_hd__and2b_2),_0799_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.03,0.0,137540.0,146880.0,141220.0,149600.0,0.325938,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
81,s15850,_0602_/B (sky130_fd_sc_hd__and2b_2),_0602_/X (sky130_fd_sc_hd__and2b_2),0.0,0.0,0.03,1.3,137540.0,146880.0,137540.0,146880.0,0.001649,0.325938,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.63
82,s15850,_0601_/X (sky130_fd_sc_hd__mux2_1),_0602_/B (sky130_fd_sc_hd__and2b_2),1.0,0.0,0.05,0.0,135240.0,141440.0,137540.0,146880.0,0.1822,0.001649,12000.0,12000.0,0.0,0.0,1.0,2.0,0.0
83,s15850,_0601_/S (sky130_fd_sc_hd__mux2_1),_0601_/X (sky130_fd_sc_hd__mux2_1),0.0,0.0,0.05,2.63,135240.0,141440.0,135240.0,141440.0,0.003466,0.1822,12000.0,12000.0,0.0,0.0,1.0,1.0,-1.3299999999999998
84,s15850,_0565_/X (sky130_fd_sc_hd__and2b_2),_0797_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.03,0.0,139380.0,136000.0,142600.0,133280.0,0.325938,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
85,s15850,_0565_/B (sky130_fd_sc_hd__and2b_2),_0565_/X (sky130_fd_sc_hd__and2b_2),0.0,0.0,0.03,1.29,139380.0,136000.0,139380.0,136000.0,0.001649,0.325938,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.62
86,s15850,_0564_/X (sky130_fd_sc_hd__mux2_1),_0565_/B (sky130_fd_sc_hd__and2b_2),1.0,0.0,0.05,0.0,138460.0,138720.0,139380.0,136000.0,0.1822,0.001649,12000.0,12000.0,0.0,0.0,1.0,2.0,0.0
87,s15850,_0564_/S (sky130_fd_sc_hd__mux2_1),_0564_/X (sky130_fd_sc_hd__mux2_1),0.0,0.0,0.05,2.61,138460.0,138720.0,138460.0,138720.0,0.003466,0.1822,12000.0,12000.0,0.0,0.0,1.0,1.0,-1.3199999999999998
88,s15850,_0625_/X (sky130_fd_sc_hd__o21a_2),_0883_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.04,0.0,138460.0,228480.0,137540.0,231200.0,0.311289,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
89,s15850,_0625_/B1 (sky130_fd_sc_hd__o21a_2),_0625_/X (sky130_fd_sc_hd__o21a_2),0.0,0.0,0.04,0.89,138460.0,228480.0,138460.0,228480.0,0.002476,0.311289,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.4
90,s15850,_0624_/Y (sky130_fd_sc_hd__a21oi_2),_0625_/B1 (sky130_fd_sc_hd__o21a_2),1.0,0.0,0.09,0.0,141220.0,228480.0,138460.0,228480.0,0.134592,0.002476,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
91,s15850,_0624_/B1 (sky130_fd_sc_hd__a21oi_2),_0624_/Y (sky130_fd_sc_hd__a21oi_2),0.0,0.0,0.09,0.72,141220.0,228480.0,141220.0,228480.0,0.004515,0.134592,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.54
92,s15850,_0526_/X (sky130_fd_sc_hd__a21o_2),_0624_/B1 (sky130_fd_sc_hd__a21oi_2),4.0,0.02,0.07,0.0,142140.0,212160.0,141220.0,228480.0,0.323191,0.004515,124046.66666666669,223946.66666666663,8923.683843196895,4154.868630093295,2.0,2.0,0.01
93,s15850,_0526_/B1 (sky130_fd_sc_hd__a21o_2),_0526_/X (sky130_fd_sc_hd__a21o_2),0.0,0.0,0.07,2.18,142140.0,212160.0,142140.0,212160.0,0.002435,0.323191,124046.66666666669,223946.66666666663,8923.683843196895,4154.868630093295,2.0,2.0,-1.2600000000000002
94,s15850,_0448_/Y (sky130_fd_sc_hd__a21oi_2),_0858_/D (sky130_fd_sc_hd__dfrtp_2),1.0,0.0,0.08,0.0,199180.0,195840.0,199180.0,190400.0,0.134592,0.002008,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
95,s15850,_0448_/B1 (sky130_fd_sc_hd__a21oi_2),_0448_/Y (sky130_fd_sc_hd__a21oi_2),0.0,0.0,0.08,0.67,199180.0,195840.0,199180.0,195840.0,0.004515,0.134592,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.23000000000000004
96,s15850,_0447_/Y (sky130_fd_sc_hd__o21ai_2),_0448_/B1 (sky130_fd_sc_hd__a21oi_2),1.0,0.0,0.06,0.0,201020.0,195840.0,199180.0,195840.0,0.145579,0.004515,12000.0,12000.0,0.0,0.0,2.0,2.0,0.0
97,s15850,_0447_/B1 (sky130_fd_sc_hd__o21ai_2),_0447_/Y (sky130_fd_sc_hd__o21ai_2),0.0,0.0,0.06,0.6,201020.0,195840.0,201020.0,195840.0,0.004489,0.145579,12000.0,12000.0,0.0,0.0,2.0,2.0,-0.42
98,s15850,_0446_/Y (sky130_fd_sc_hd__nor2_2),_0447_/B1 (sky130_fd_sc_hd__o21ai_2),5.0,0.02,0.23,0.0,215740.0,198560.0,201020.0,195840.0,0.148325,0.004489,229770.0,199240.0,18030.20059049076,3422.591610656073,2.0,2.0,0.01
